N;T;Pc;Pm;Selection;Crossover;bestFitness;Time(ms);worstFitness
50;200;0.900;0.001;Tournament;TwoPoint;13692887;7;13692887
50;200;0.900;0.001;Tournament;TwoPoint;13683217;7;13683217
50;200;0.900;0.001;Roulette;TwoPoint;13192503;10;11260955
50;200;0.900;0.001;Roulette;TwoPoint;13683937;13;13006375
50;200;0.900;0.001;Roulette;TwoPoint;13654201;15;12742725
50;200;0.900;0.001;Roulette;TwoPoint;13484335;13;11396298
50;200;0.900;0.001;Roulette;TwoPoint;13243479;13;10134837
50;200;0.900;0.010;Tournament;OnePoint;13692887;7;11624683
50;200;0.900;0.010;Tournament;OnePoint;13692887;7;12006372
50;200;0.900;0.010;Tournament;OnePoint;13612011;7;11758449
50;200;0.900;0.010;Tournament;OnePoint;13692887;7;11624683
50;200;0.900;0.010;Tournament;OnePoint;13674267;10;13104847
50;200;0.900;0.010;Roulette;OnePoint;13614543;9;7835737
50;200;0.900;0.010;Roulette;OnePoint;13604045;6;6283471
50;200;0.900;0.010;Roulette;OnePoint;13399439;10;8728618
50;200;0.900;0.010;Roulette;OnePoint;13561533;10;8130581
50;200;0.900;0.010;Roulette;OnePoint;13575857;10;8763112
50;200;0.900;0.010;Tournament;TwoPoint;13674267;8;11573416
50;200;0.900;0.010;Tournament;TwoPoint;13692887;5;11592036
50;200;0.900;0.010;Tournament;TwoPoint;13595823;9;11527619
50;200;0.900;0.010;Tournament;TwoPoint;13692887;8;11592036
50;200;0.900;0.010;Tournament;TwoPoint;13588269;8;11734707
50;200;0.900;0.010;Roulette;TwoPoint;13683217;11;8267542
50;200;0.900;0.010;Roulette;TwoPoint;13614543;10;8997026
50;200;0.900;0.010;Roulette;TwoPoint;13357608;10;6796712
50;200;0.900;0.010;Roulette;TwoPoint;13584745;10;10378048
50;200;0.900;0.010;Roulette;TwoPoint;13683217;10;8457468
50;200;0.900;0.020;Tournament;OnePoint;13692887;19;11173240
50;200;0.900;0.020;Tournament;OnePoint;13692887;14;10253740
50;200;0.900;0.020;Tournament;OnePoint;13683217;11;11292423
50;200;0.900;0.020;Tournament;OnePoint;13692887;11;11592036
50;200;0.900;0.020;Tournament;OnePoint;13629963;12;11529112
50;200;0.900;0.020;Roulette;OnePoint;13507183;11;8265698
50;200;0.900;0.020;Roulette;OnePoint;13470315;10;9356300
50;200;0.900;0.020;Roulette;OnePoint;13507183;12;8611462
50;200;0.900;0.020;Roulette;OnePoint;13403678;11;6163867
50;200;0.900;0.020;Roulette;OnePoint;13683217;10;7553114
50;200;0.900;0.020;Tournament;TwoPoint;13683217;9;11996702
50;200;0.900;0.020;Tournament;TwoPoint;13692887;12;10914474
50;200;0.900;0.020;Tournament;TwoPoint;13624111;11;11555907
50;200;0.900;0.020;Tournament;TwoPoint;13692887;10;11592036
50;200;0.900;0.020;Tournament;TwoPoint;13656377;9;11225925
50;200;0.900;0.020;Roulette;TwoPoint;13654201;10;9209757
50;200;0.900;0.020;Roulette;TwoPoint;13654201;13;7868574
50;200;0.900;0.020;Roulette;TwoPoint;13405991;11;6245985
50;200;0.900;0.020;Roulette;TwoPoint;13575857;11;5870363
50;200;0.900;0.020;Roulette;TwoPoint;13243422;12;6574014
50;200;0.900;0.050;Tournament;OnePoint;13692887;11;10086367
50;200;0.900;0.050;Tournament;OnePoint;13692887;11;11531581
50;200;0.900;0.050;Tournament;OnePoint;13692887;11;11012884
50;200;0.900;0.050;Tournament;OnePoint;13692887;12;10250287
50;200;0.900;0.050;Tournament;OnePoint;13692887;12;9738474
50;200;0.900;0.050;Roulette;OnePoint;13337263;15;7202791
50;200;0.900;0.050;Roulette;OnePoint;13481607;13;7772412
50;200;0.900;0.050;Roulette;OnePoint;13606941;12;9166236
50;200;0.900;0.050;Roulette;OnePoint;13436391;12;7540324
50;200;0.900;0.050;Roulette;OnePoint;13378658;13;6811623
50;200;0.900;0.050;Tournament;TwoPoint;13692887;12;10096037
50;200;0.900;0.050;Tournament;TwoPoint;13692887;11;9405894
50;200;0.900;0.050;Tournament;TwoPoint;13692887;11;9905521
50;200;0.900;0.050;Tournament;TwoPoint;13692887;11;10152810
50;200;0.900;0.050;Tournament;TwoPoint;13692887;10;7236913
50;200;0.900;0.050;Roulette;TwoPoint;13136750;8;6206938
50;200;0.900;0.050;Roulette;TwoPoint;13429957;15;5485889
50;200;0.900;0.050;Roulette;TwoPoint;13542262;14;5142720
50;200;0.900;0.050;Roulette;TwoPoint;13604045;14;7440646
50;200;0.900;0.050;Roulette;TwoPoint;13489965;15;6526301
50;200;0.900;0.100;Tournament;OnePoint;13573857;15;6342871
50;200;0.900;0.100;Tournament;OnePoint;13683217;11;6823228
50;200;0.900;0.100;Tournament;OnePoint;13570201;12;8833535
50;200;0.900;0.100;Tournament;OnePoint;13539751;12;9409713
50;200;0.900;0.100;Tournament;OnePoint;13585527;14;8122069
50;200;0.900;0.100;Roulette;OnePoint;13558000;14;6141492
50;200;0.900;0.100;Roulette;OnePoint;13182278;14;7129929
50;200;0.900;0.100;Roulette;OnePoint;13585169;16;6821904
50;200;0.900;0.100;Roulette;OnePoint;13363533;15;5948897
50;200;0.900;0.100;Roulette;OnePoint;13426811;14;5658103
50;200;0.900;0.100;Tournament;TwoPoint;13692887;14;8989364
50;200;0.900;0.100;Tournament;TwoPoint;13607342;12;8247469
50;200;0.900;0.100;Tournament;TwoPoint;13683217;12;9847528
50;200;0.900;0.100;Tournament;TwoPoint;13614543;10;6214686
50;200;0.900;0.100;Tournament;TwoPoint;13554387;13;9287343
50;200;0.900;0.100;Roulette;TwoPoint;13345841;27;7005920
50;200;0.900;0.100;Roulette;TwoPoint;13595823;20;5110857
50;200;0.900;0.100;Roulette;TwoPoint;13248953;22;7650899
50;200;0.900;0.100;Roulette;TwoPoint;13683937;21;6760100
50;200;0.900;0.100;Roulette;TwoPoint;13409277;19;6587263
50;200;1.000;0.001;Tournament;OnePoint;13683217;15;13683217
50;200;1.000;0.001;Tournament;OnePoint;13589439;12;13589439
50;200;1.000;0.001;Tournament;OnePoint;13683217;8;12154571
50;200;1.000;0.001;Tournament;OnePoint;13692887;8;13083999
50;200;1.000;0.001;Tournament;OnePoint;13585703;9;13585703
50;200;1.000;0.001;Roulette;OnePoint;13238125;9;11327624
50;200;1.000;0.001;Roulette;OnePoint;13585527;11;9141249
50;200;1.000;0.001;Roulette;OnePoint;13484335;9;10836979
50;200;1.000;0.001;Roulette;OnePoint;13654201;11;10370884
50;200;1.000;0.001;Roulette;OnePoint;13692887;13;10914474
50;200;1.000;0.001;Tournament;TwoPoint;13683217;7;11996702
50;200;1.000;0.001;Tournament;TwoPoint;13575832;6;13497488
50;200;1.000;0.001;Tournament;TwoPoint;13683217;6;11615013
50;200;1.000;0.001;Tournament;TwoPoint;13604045;5;13604045
50;200;1.000;0.001;Tournament;TwoPoint;13683217;9;13683217
50;200;1.000;0.001;Roulette;TwoPoint;13614543;15;13035391
50;200;1.000;0.001;Roulette;TwoPoint;13407991;17;11554429
50;200;1.000;0.001;Roulette;TwoPoint;13654201;14;10439040
50;200;1.000;0.001;Roulette;TwoPoint;13484335;12;10705922
50;200;1.000;0.001;Roulette;TwoPoint;13654201;13;11670793
50;200;1.000;0.010;Tournament;OnePoint;13629963;17;10465476
50;200;1.000;0.010;Tournament;OnePoint;13692887;8;11624683
50;200;1.000;0.010;Tournament;OnePoint;13692887;11;11782386
50;200;1.000;0.010;Tournament;OnePoint;13692887;12;11782386
50;200;1.000;0.010;Tournament;OnePoint;13692887;11;11592036
50;200;1.000;0.010;Roulette;OnePoint;13654201;8;9507997
50;200;1.000;0.010;Roulette;OnePoint;13654201;7;8670265
50;200;1.000;0.010;Roulette;OnePoint;13654201;10;10317120
50;200;1.000;0.010;Roulette;OnePoint;13654201;9;9057468
50;200;1.000;0.010;Roulette;OnePoint;13585527;12;9160104
50;200;1.000;0.010;Tournament;TwoPoint;13692887;13;11624683
50;200;1.000;0.010;Tournament;TwoPoint;13654201;10;11889342
50;200;1.000;0.010;Tournament;TwoPoint;13692887;9;11624683
50;200;1.000;0.010;Tournament;TwoPoint;13692887;6;11624683
50;200;1.000;0.010;Tournament;TwoPoint;13692887;8;11592036
50;200;1.000;0.010;Roulette;TwoPoint;13654201;11;8677547
50;200;1.000;0.010;Roulette;TwoPoint;13507183;9;8482108
50;200;1.000;0.010;Roulette;TwoPoint;13683217;8;6928375
50;200;1.000;0.010;Roulette;TwoPoint;13484335;9;8719800
50;200;1.000;0.010;Roulette;TwoPoint;13683217;9;8393597
50;200;1.000;0.020;Tournament;OnePoint;13692887;13;11592036
50;200;1.000;0.020;Tournament;OnePoint;13692887;10;9714182
50;200;1.000;0.020;Tournament;OnePoint;13692887;9;11592036
50;200;1.000;0.020;Tournament;OnePoint;13692887;10;11486679
50;200;1.000;0.020;Tournament;OnePoint;13656377;10;10755041
50;200;1.000;0.020;Roulette;OnePoint;13683217;3;8816812
50;200;1.000;0.020;Roulette;OnePoint;13654201;10;9263548
50;200;1.000;0.020;Roulette;OnePoint;13535220;13;7990787
50;200;1.000;0.020;Roulette;OnePoint;13567416;12;9837619
50;200;1.000;0.020;Roulette;OnePoint;13525701;14;8130581
50;200;1.000;0.020;Tournament;TwoPoint;13692887;14;11462907
50;200;1.000;0.020;Tournament;TwoPoint;13575832;12;10193624
50;200;1.000;0.020;Tournament;TwoPoint;13656377;10;10114124
50;200;1.000;0.020;Tournament;TwoPoint;13692887;10;11592036
50;200;1.000;0.020;Tournament;TwoPoint;13692887;10;11592036
50;200;1.000;0.020;Roulette;TwoPoint;13498631;10;7200791
50;200;1.000;0.020;Roulette;TwoPoint;13654201;10;7406980
50;200;1.000;0.020;Roulette;TwoPoint;13654201;11;7821934
50;200;1.000;0.020;Roulette;TwoPoint;13444472;10;8700598
50;200;1.000;0.020;Roulette;TwoPoint;13394058;10;8960061
50;200;1.000;0.050;Tournament;OnePoint;13692887;17;9406676
50;200;1.000;0.050;Tournament;OnePoint;13692887;15;8400178
50;200;1.000;0.050;Tournament;OnePoint;13692887;13;11592036
50;200;1.000;0.050;Tournament;OnePoint;13692887;12;9742740
50;200;1.000;0.050;Tournament;OnePoint;13692887;11;10090356
50;200;1.000;0.050;Roulette;OnePoint;13654201;16;7978165
50;200;1.000;0.050;Roulette;OnePoint;13692887;17;4029842
50;200;1.000;0.050;Roulette;OnePoint;13575832;15;6071400
50;200;1.000;0.050;Roulette;OnePoint;13479244;15;8089568
50;200;1.000;0.050;Roulette;OnePoint;13654201;13;8567758
50;200;1.000;0.050;Tournament;TwoPoint;13692887;10;10152810
50;200;1.000;0.050;Tournament;TwoPoint;13692887;13;11021256
50;200;1.000;0.050;Tournament;TwoPoint;13692887;11;8767926
50;200;1.000;0.050;Tournament;TwoPoint;13692887;11;11124890
50;200;1.000;0.050;Tournament;TwoPoint;13692887;11;9750209
50;200;1.000;0.050;Roulette;TwoPoint;13405439;12;7843067
50;200;1.000;0.050;Roulette;TwoPoint;13453129;11;7804020
50;200;1.000;0.050;Roulette;TwoPoint;13653419;11;5901855
50;200;1.000;0.050;Roulette;TwoPoint;13518506;12;6622584
50;200;1.000;0.050;Roulette;TwoPoint;13452427;13;5515090
50;200;1.000;0.100;Tournament;OnePoint;13592012;15;8607811
50;200;1.000;0.100;Tournament;OnePoint;13614543;13;7752510
50;200;1.000;0.100;Tournament;OnePoint;13692887;14;7641579
50;200;1.000;0.100;Tournament;OnePoint;13654201;12;9375792
50;200;1.000;0.100;Tournament;OnePoint;13692887;13;8025737
50;200;1.000;0.100;Roulette;OnePoint;13484335;15;8850571
50;200;1.000;0.100;Roulette;OnePoint;13614543;14;3048316
50;200;1.000;0.100;Roulette;OnePoint;13197599;13;5589438
50;200;1.000;0.100;Roulette;OnePoint;13543185;13;9155540
50;200;1.000;0.100;Roulette;OnePoint;13490933;13;6931396
50;200;1.000;0.100;Tournament;TwoPoint;13654201;13;7410994
50;200;1.000;0.100;Tournament;TwoPoint;13654201;15;9039938
50;200;1.000;0.100;Tournament;TwoPoint;13566133;13;9694241
50;200;1.000;0.100;Tournament;TwoPoint;13654201;16;8750728
50;200;1.000;0.100;Tournament;TwoPoint;13614543;15;9340526
50;200;1.000;0.100;Roulette;TwoPoint;13503181;9;7260602
50;200;1.000;0.100;Roulette;TwoPoint;13240105;13;7042162
50;200;1.000;0.100;Roulette;TwoPoint;13260592;12;5922444
50;200;1.000;0.100;Roulette;TwoPoint;13537023;11;7190103
50;200;1.000;0.100;Roulette;TwoPoint;13332220;12;8818016
50;500;0.500;0.001;Tournament;OnePoint;13583789;17;12329803
50;500;0.500;0.001;Tournament;OnePoint;13524833;15;11671271
50;500;0.500;0.001;Tournament;OnePoint;13581493;17;13391096
50;500;0.500;0.001;Tournament;OnePoint;13683217;20;13683217
50;500;0.500;0.001;Tournament;OnePoint;13576753;19;12632133
50;500;0.500;0.001;Roulette;OnePoint;13585527;19;11596682
50;500;0.500;0.001;Roulette;OnePoint;13692887;22;11839325
50;500;0.500;0.001;Roulette;OnePoint;13620293;24;11450768
50;500;0.500;0.001;Roulette;OnePoint;13405991;26;11199783
50;500;0.500;0.001;Roulette;OnePoint;13683217;26;13005655
50;500;0.500;0.001;Tournament;TwoPoint;13692887;18;13692887
50;500;0.500;0.001;Tournament;TwoPoint;13567541;19;13567541
50;500;0.500;0.001;Tournament;TwoPoint;13602341;18;11915826
50;500;0.500;0.001;Tournament;TwoPoint;13683937;18;11773436
50;500;0.500;0.001;Tournament;TwoPoint;13543401;19;11475197
50;500;0.500;0.001;Roulette;TwoPoint;13405991;22;11199001
50;500;0.500;0.001;Roulette;TwoPoint;13621849;20;11826623
50;500;0.500;0.001;Roulette;TwoPoint;13296008;21;9385828
50;500;0.500;0.001;Roulette;TwoPoint;13036173;23;12457021
50;500;0.500;0.001;Roulette;TwoPoint;13407991;22;10868777
50;500;0.500;0.010;Tournament;OnePoint;13656377;19;12418428
50;500;0.500;0.010;Tournament;OnePoint;13656377;20;11802815
50;500;0.500;0.010;Tournament;OnePoint;13656377;20;9480375
50;500;0.500;0.010;Tournament;OnePoint;13644380;21;10516198
50;500;0.500;0.010;Tournament;OnePoint;13692887;22;11462907
50;500;0.500;0.010;Roulette;OnePoint;13564023;40;7544001
50;500;0.500;0.010;Roulette;OnePoint;13585527;34;7916643
50;500;0.500;0.010;Roulette;OnePoint;13555009;30;8436130
50;500;0.500;0.010;Roulette;OnePoint;13507749;30;7116255
50;500;0.500;0.010;Roulette;OnePoint;13576033;29;9235655
50;500;0.500;0.010;Tournament;TwoPoint;13644380;18;11576176
50;500;0.500;0.010;Tournament;TwoPoint;13598389;26;10819976
50;500;0.500;0.010;Tournament;TwoPoint;13692887;24;10095871
50;500;0.500;0.010;Tournament;TwoPoint;13692887;24;12069041
50;500;0.500;0.010;Tournament;TwoPoint;13612011;25;11511160
50;500;0.500;0.010;Roulette;TwoPoint;13337317;24;7946328
50;500;0.500;0.010;Roulette;TwoPoint;13589439;25;6993457
50;500;0.500;0.010;Roulette;TwoPoint;13656377;28;7891419
50;500;0.500;0.010;Roulette;TwoPoint;13575075;28;5866599
50;500;0.500;0.010;Roulette;TwoPoint;13692887;28;7091118
50;500;0.500;0.020;Tournament;OnePoint;13692887;23;10791551
50;500;0.500;0.020;Tournament;OnePoint;13692887;22;11624683
50;500;0.500;0.020;Tournament;OnePoint;13692887;21;10095871
50;500;0.500;0.020;Tournament;OnePoint;13692887;22;11624683
50;500;0.500;0.020;Tournament;OnePoint;13692887;22;11328810
50;500;0.500;0.020;Roulette;OnePoint;13575857;26;8493100
50;500;0.500;0.020;Roulette;OnePoint;13502137;36;7176822
50;500;0.500;0.020;Roulette;OnePoint;13484898;35;7508355
50;500;0.500;0.020;Roulette;OnePoint;13437046;32;6854673
50;500;0.500;0.020;Roulette;OnePoint;13585527;31;6570375
50;500;0.500;0.020;Tournament;TwoPoint;13692887;31;10095871
50;500;0.500;0.020;Tournament;TwoPoint;13692887;35;11782386
50;500;0.500;0.020;Tournament;TwoPoint;13692887;34;10947121
50;500;0.500;0.020;Tournament;TwoPoint;13692887;30;9771121
50;500;0.500;0.020;Tournament;TwoPoint;13692887;31;10473559
50;500;0.500;0.020;Roulette;TwoPoint;13515314;27;7630426
50;500;0.500;0.020;Roulette;TwoPoint;13405991;21;6534881
50;500;0.500;0.020;Roulette;TwoPoint;13620293;26;7837317
50;500;0.500;0.020;Roulette;TwoPoint;13484335;29;9576178
50;500;0.500;0.020;Roulette;TwoPoint;13593658;32;7899078
50;500;0.500;0.050;Tournament;OnePoint;13575857;34;7553114
50;500;0.500;0.050;Tournament;OnePoint;13683937;30;9320330
50;500;0.500;0.050;Tournament;OnePoint;13585527;27;7382555
50;500;0.500;0.050;Tournament;OnePoint;13683217;29;9644852
50;500;0.500;0.050;Tournament;OnePoint;13692887;31;8874182
50;500;0.500;0.050;Roulette;OnePoint;13461407;45;7963408
50;500;0.500;0.050;Roulette;OnePoint;13475635;41;6538321
50;500;0.500;0.050;Roulette;OnePoint;13474511;41;7405306
50;500;0.500;0.050;Roulette;OnePoint;13481140;36;6909132
50;500;0.500;0.050;Roulette;OnePoint;13362723;37;4887466
50;500;0.500;0.050;Tournament;TwoPoint;13517419;30;7852167
50;500;0.500;0.050;Tournament;TwoPoint;13614543;31;7289497
50;500;0.500;0.050;Tournament;TwoPoint;13692887;31;8914944
50;500;0.500;0.050;Tournament;TwoPoint;13692887;31;8321834
50;500;0.500;0.050;Tournament;TwoPoint;13605593;31;9171839
50;500;0.500;0.050;Roulette;TwoPoint;13404037;36;3357565
50;500;0.500;0.050;Roulette;TwoPoint;13241092;27;6810787
50;500;0.500;0.050;Roulette;TwoPoint;13471628;34;7881050
50;500;0.500;0.050;Roulette;TwoPoint;13575075;33;7974753
50;500;0.500;0.050;Roulette;TwoPoint;13475846;32;7386218
50;500;0.500;0.100;Tournament;OnePoint;13577604;32;8499550
50;500;0.500;0.100;Tournament;OnePoint;13654201;31;8179896
50;500;0.500;0.100;Tournament;OnePoint;13683217;33;9210514
50;500;0.500;0.100;Tournament;OnePoint;13575857;33;8296860
50;500;0.500;0.100;Tournament;OnePoint;13683217;34;8021463
50;500;0.500;0.100;Roulette;OnePoint;13394470;42;7205010
50;500;0.500;0.100;Roulette;OnePoint;13527676;36;4151360
50;500;0.500;0.100;Roulette;OnePoint;13575857;34;5941223
50;500;0.500;0.100;Roulette;OnePoint;13256247;35;6657399
50;500;0.500;0.100;Roulette;OnePoint;13683937;37;4112922
50;500;0.500;0.100;Tournament;TwoPoint;13604375;37;8652910
50;500;0.500;0.100;Tournament;TwoPoint;13692887;36;7609966
50;500;0.500;0.100;Tournament;TwoPoint;13515513;35;9022398
50;500;0.500;0.100;Tournament;TwoPoint;13585527;33;6542324
50;500;0.500;0.100;Tournament;TwoPoint;13589127;32;9088042
50;500;0.500;0.100;Roulette;TwoPoint;13425558;32;8064187
50;500;0.500;0.100;Roulette;TwoPoint;13312176;31;5307940
50;500;0.500;0.100;Roulette;TwoPoint;13505155;34;5225835
50;500;0.500;0.100;Roulette;TwoPoint;13565669;37;6819499
50;500;0.500;0.100;Roulette;TwoPoint;13401089;37;6161184
50;500;0.600;0.001;Tournament;OnePoint;13527676;16;13056666
50;500;0.600;0.001;Tournament;OnePoint;13581493;22;13503149
50;500;0.600;0.001;Tournament;OnePoint;13692887;20;13114517
50;500;0.600;0.001;Tournament;OnePoint;13683217;20;11582366
50;500;0.600;0.001;Tournament;OnePoint;13498807;19;11430603
50;500;0.600;0.001;Roulette;OnePoint;13683217;28;13683217
50;500;0.600;0.001;Roulette;OnePoint;13692887;25;10897857
50;500;0.600;0.001;Roulette;OnePoint;13683937;25;12850805
50;500;0.600;0.001;Roulette;OnePoint;13692887;24;11328810
50;500;0.600;0.001;Roulette;OnePoint;13534589;24;11585089
50;500;0.600;0.001;Tournament;TwoPoint;13692887;16;13692887
50;500;0.600;0.001;Tournament;TwoPoint;13588269;19;13588269
50;500;0.600;0.001;Tournament;TwoPoint;13653419;18;13653419
50;500;0.600;0.001;Tournament;TwoPoint;13654201;18;13654201
50;500;0.600;0.001;Tournament;TwoPoint;13654201;19;13654201
50;500;0.600;0.001;Roulette;TwoPoint;13674267;25;11135053
50;500;0.600;0.001;Roulette;TwoPoint;13585527;26;11731965
50;500;0.600;0.001;Roulette;TwoPoint;13509359;25;11721476
50;500;0.600;0.001;Roulette;TwoPoint;13585527;25;11957689
50;500;0.600;0.001;Roulette;TwoPoint;13484335;24;10943018
50;500;0.600;0.010;Tournament;OnePoint;13692887;26;11624683
50;500;0.600;0.010;Tournament;OnePoint;13629963;23;11529112
50;500;0.600;0.010;Tournament;OnePoint;13611815;22;12357829
50;500;0.600;0.010;Tournament;OnePoint;13656377;20;10577044
50;500;0.600;0.010;Tournament;OnePoint;13606221;22;11505370
50;500;0.600;0.010;Roulette;OnePoint;13683937;29;10084392
50;500;0.600;0.010;Roulette;OnePoint;13378773;27;10525672
50;500;0.600;0.010;Roulette;OnePoint;13683217;27;8504047
50;500;0.600;0.010;Roulette;OnePoint;13692887;27;8382958
50;500;0.600;0.010;Roulette;OnePoint;13683217;27;7622867
50;500;0.600;0.010;Tournament;TwoPoint;13629963;20;11561759
50;500;0.600;0.010;Tournament;TwoPoint;13692887;21;11787823
50;500;0.600;0.010;Tournament;TwoPoint;13629963;21;11529112
50;500;0.600;0.010;Tournament;TwoPoint;13683937;21;11773436
50;500;0.600;0.010;Tournament;TwoPoint;13656377;22;10114124
50;500;0.600;0.010;Roulette;TwoPoint;13667228;23;7722789
50;500;0.600;0.010;Roulette;TwoPoint;13525288;28;8752285
50;500;0.600;0.010;Roulette;TwoPoint;13674267;27;8566557
50;500;0.600;0.010;Roulette;TwoPoint;13654201;27;8920215
50;500;0.600;0.010;Roulette;TwoPoint;13575857;26;7886408
50;500;0.600;0.020;Tournament;OnePoint;13692887;26;10870910
50;500;0.600;0.020;Tournament;OnePoint;13692887;27;11405968
50;500;0.600;0.020;Tournament;OnePoint;13692887;25;11203234
50;500;0.600;0.020;Tournament;OnePoint;13692887;22;9523832
50;500;0.600;0.020;Tournament;OnePoint;13614187;24;11545983
50;500;0.600;0.020;Roulette;OnePoint;13506401;32;6892913
50;500;0.600;0.020;Roulette;OnePoint;13477077;31;6971051
50;500;0.600;0.020;Roulette;OnePoint;13507183;29;7379746
50;500;0.600;0.020;Roulette;OnePoint;13654201;30;6727217
50;500;0.600;0.020;Roulette;OnePoint;13313374;29;6240618
50;500;0.600;0.020;Tournament;TwoPoint;13692887;22;9529103
50;500;0.600;0.020;Tournament;TwoPoint;13692887;25;11328810
50;500;0.600;0.020;Tournament;TwoPoint;13692887;26;9566250
50;500;0.600;0.020;Tournament;TwoPoint;13692887;26;10095871
50;500;0.600;0.020;Tournament;TwoPoint;13692887;23;11592036
50;500;0.600;0.020;Roulette;TwoPoint;13400177;33;6929217
50;500;0.600;0.020;Roulette;TwoPoint;13548264;31;8674192
50;500;0.600;0.020;Roulette;TwoPoint;13319923;33;8578649
50;500;0.600;0.020;Roulette;TwoPoint;13265555;29;5406956
50;500;0.600;0.020;Roulette;TwoPoint;13656377;31;9153283
50;500;0.600;0.050;Tournament;OnePoint;13654201;31;10895854
50;500;0.600;0.050;Tournament;OnePoint;13692887;30;7993894
50;500;0.600;0.050;Tournament;OnePoint;13692887;30;9199152
50;500;0.600;0.050;Tournament;OnePoint;13555009;29;9340894
50;500;0.600;0.050;Tournament;OnePoint;13683937;28;8111683
50;500;0.600;0.050;Roulette;OnePoint;13586093;28;9549648
50;500;0.600;0.050;Roulette;OnePoint;13416634;29;7116551
50;500;0.600;0.050;Roulette;OnePoint;13528230;29;6701561
50;500;0.600;0.050;Roulette;OnePoint;13317032;29;5391929
50;500;0.600;0.050;Roulette;OnePoint;13411129;29;6656546
50;500;0.600;0.050;Tournament;TwoPoint;13692887;35;10044396
50;500;0.600;0.050;Tournament;TwoPoint;13692887;30;9690191
50;500;0.600;0.050;Tournament;TwoPoint;13692887;29;8935792
